web-scraper-order,web-scraper-start-url,product-category,product-category-href,product-url,product-url-href,product-name,product-price,product-img-src,product-description-long-ul,product-allergens,product-size,product-nutrition,product-flavour
"1578500495-348","https://www.weidershop.de/","Drinks","http://www.weidershop.de/Riegel-Getraenke/Drinks/","Details","http://www.weidershop.de/Riegel-Getraenke/Drinks/Weider-L-Carnitine-Water-zzgl-EINWEGpfand.html","Weider
 L-Carnitine Water zzgl. Pfand Ananas-Mango / 500 ml Flasche","1,79","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000038733_1.jpg","Erfrischungsgetränk mit 1.000 mg L-Carnitine pro Flasche. 
Mit Cholin 
  und Süßungsmitteln. Kalorienfrei.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Wasser, Säuerungsmittel: Citronensäure; 0,2% L-Carnitine, Aroma,
Süßungsmittel: Natriumcyclamat, Acesulfam-K, Saccharin-Natrium; Cholinchlorid","500 ml","Nährwertangabenpro 100 mlBrennwert6kJ1kcalFett< 0,1g   davon gesättigte Fettsäuren< 0,1gKohlenhydrate< 0,1g   davon Zucker< 0,1gEiweiß< 0,1gSalz< 0,01gCholin16,5mgL-Carnitin200mgpro 500 mlBrennwert30kJ7kcalFett< 0,1g   davon gesättigte Fettsäuren< 0,1gKohlenhydrate< 0,1g   davon Zucker< 0,1gEiweiß< 0,1gSalz0,04gCholin82,5mgL-Carnitin1000mg","Ananas-Mango | 500 ml Flasche"
"1578500837-490","https://www.weidershop.de/","Proteine / Eiweiß","http://www.weidershop.de/Inhaltsstoffe/Proteine-Eiweiss/","Details","http://www.weidershop.de/Inhaltsstoffe/Proteine-Eiweiss/Weider-Protein-80-Plus.html","Weider
 Protein 80 Plus","20,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000030075_1.jpg","Lebensmittel mit Protein, Vitamin B6 und Süßungsmitteln. Pulver zum Anrühren eines Getränkes.","Zutaten: Bitte wähle zuerst eine Variante.","Standbeutel á 500g = 16 Portionen Dose á 750g = 25 Portionen Standbeutel á 2kg = 66 Portionen","Nährwertangaben","Größe Bitte auswählen"
"1578500764-467","https://www.weidershop.de/","Aminosäuren","http://www.weidershop.de/Inhaltsstoffe/Aminosaeuren/","Details","http://www.weidershop.de/Inhaltsstoffe/Aminosaeuren/Weider-Amino-Power-Liquid.html","Weider
 Amino Power Liquid Cranberry / 1 l Flasche","34,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000031034_1.jpg","Nahrungsergänzungsmittel. Proteinhydrolysatkonzentrat auf Wasserbasis mit 
  zugesetzten freien Aminosäuren und Vitamin B6. Mit einer Zuckerart und 
  Süßungsmitteln.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    39% Eiweißhydrolysat, Wasser, Fruktose, Säuerungsmittel:
Citronensäure; 3% Molkeneiweißhydrolysat¹, L-Leucin, 1% Taurin,
Aroma, Konservierungsstoff: Kaliumsorbat; Süßungsmittel:
Saccharin-Natrium, Natriumcyclamat, Acesulfam-K; Emulgator:
E471; Vitamin B6², Farbstoff: E129³. 



¹Enthält Laktose.

²Vitamin B6 trägt zu einem normalen Eiweiß- und Glycogenstoffwechsel
bei.

³E129: Kann die Aktivität und
Aufmerksamkeit bei Kindern beeinträchtigen.","1000 ml = 66 Portionen 
  Kühl, trocken und dunkel lagern.","Nährwertangabenpro 100 ml% NRVBrennwert1118kJ 263kcal Fett<0,1g    davon gesättigte Fettsäuren< 0,1g Kohlenhydrate13g    davon Zucker12g Eiweiß52g Salz0,39g Vitamin B63,1mg221Taurin1250mg pro 15 ml% NRVBrennwert168kJ 39,4kcal Fett< 0,1g    davon gesättigte Fettsäuren< 0,1g Kohlenhydrate2g    davon Zucker1,9g Eiweiß7,7g Salz0,06g Vitamin B61,4mg100Taurin188mg Aminosäure­bilanz pro 100 g Protein% NRVL-Alanin7804mg L-Arginin7941mg L-Asparaginsäure6824mg L-Cystein118mg L-Glutaminsäure11667mg L-Glycin19255mg L-Histidin863mg L-Hydroxylysin1098mg L-Hydroxyprolin10588mg L-Isoleucin1725mg L-Leucin5686mg L-Lysin3745mg L-Methionin667mg L-Phenylalanin2078mg L-Prolin11078mg L-Serin3490mg L-Threonin2196mg L-Tryptophan39mg L-Tyrosin588mg L-Valin2549mg pro 100 ml% NRVL-Leucin2900mg pro 15 ml% NRVL-Leucin435mg % NRV = Prozentsatz der Referenzmengen für die tägliche Zufuhr eines Erwachsenen","Cranberry | 1 l Flasche"
"1578500562-393","https://www.weidershop.de/","Riegel","http://www.weidershop.de/Riegel-Getraenke/Riegel/","Details","http://www.weidershop.de/Riegel-Getraenke/Riegel/Weider-Classic-Pack.html","Weider
 Classic Pack Zartbitterschokolade / 35 g Riegel","1,05","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000038647_1.jpg","Riegel mit Kohlenhydraten und Eiweiß. Mit Zartbitterschokoladenüberzug.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Glukosesirup, Milcheiweiß¹, 21% Zartbitterschokolade (Kakoamasse, Zucker, 
Kakaobutter, Emulgator: Soja-Lecithine; Aroma), Fruktosesirup, Palmfett, 
Kollagenhydrolysat, Feuchthaltemittel: Glycerin; 0,3% Bananenpulver, Aroma, 
Salz. Kann Spuren von Ei, Gluten, Erdnüssen und anderen Schalenfrüchten 
enthalten.


¹Enthält Laktose.","Riegel á 35 g","Nährwertangabenpro 100 gBrennwert1712kJ407kcalFett11,8g   davon gesättigte Fettsäuren7gKohlenhydrate48g   davon Zucker27gEiweiß27gSalz0,3gpro 35 gBrennwert599kJ142kcalFett4,1g   davon gesättigte Fettsäuren2,5gKohlenhydrate17g   davon Zucker9,5gEiweiß9,5gSalz0,1g","Zartbitterschokolade | 35 g Riegel"
"1578500792-468","https://www.weidershop.de/","Aminosäuren","http://www.weidershop.de/Inhaltsstoffe/Aminosaeuren/","Details","http://www.weidershop.de/Inhaltsstoffe/Aminosaeuren/Weider-Pure-BCAA-Caps.html","Weider
 Pure BCAA Caps","39,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000031610_1.jpg","Nahrungsergänzungsmittel. Kapseln mit verzweigtkettigen Aminosäuren und 
Vitamin B6 zum Schlucken.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    L-Leucin, L-Isoleucin, L-Valin, Gelatine, Trennmittel: Magnesiumsalze der Speisefettsäuren, Siliciumdioxid; Vitamin B6, Farbstoff: E172","Dose á 270 Kapsel = 30 Portionen","Nährwertangabenpro 9 Kapseln% NRVVitamin B60,7mg50pro 9 Kapseln% NRVL-Isoleucin2500mg L-Leucin5000mg L-Valin2500mg % NRV = Prozentsatz der Referenzmengen für die tägliche Zufuhr eines Erwachsenen","null"
"1578500486-341","https://www.weidershop.de/","Drinks","http://www.weidershop.de/Riegel-Getraenke/Drinks/","Details","http://www.weidershop.de/Riegel-Getraenke/Drinks/Weider-Low-Carb-Protein-Shake.html","Weider
 Low Carb* Protein Shake Cappuccino / 250 ml Dose (MHD 02/20)","2,19","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000038963_1.jpg","Fertiggetränk mit Magermilchretentat und Proteinzusatz. Mit Süßungsmitteln. Wärmebehandelt (sterilisiert).","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Magermilchretentat¹,
Milcheiweiß¹, Aroma, 0,1% fettarmes Kakaopulver, Süßungsmittel: E952, E950, E954; Stabilisator: Carrageen.  


¹Enthält Laktose.","null","Nährwertangabenpro 100 mlBrennwert239kJ56kcalFett0,2g   davon gesättigte Fettsäuren0,1gKohlenhydrate3,6g   davon Zucker3,6gEiweiß10gSalz0,1gpro 250 mlBrennwert597kJ141kcalFett0,5g   davon gesättigte Fettsäuren0,3gKohlenhydrate9g   davon Zucker9gEiweiß25gSalz0,25g","Cappuccino | 250 ml Dose (MHD 02|20)"
"1578500569-395","https://www.weidershop.de/","Riegel","http://www.weidershop.de/Riegel-Getraenke/Riegel/","Details","http://www.weidershop.de/Riegel-Getraenke/Riegel/Weider-60-Protein-Bar.html","Weider
 60 % Protein Bar Salted Peanut Caramel / 45 g Riegel","2,29","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000030927_1.jpg","Nahrungsergänzungsmittel. Riegel mit kakaohaltiger Eiweißglasur (19%), 27 g 
Eiweiß, L-Glutamin, BCAAs und Zink. Mit Süßungsmitteln.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Milcheiweiß¹ (Milcheiweißisolat¹, Calciumcaseinat¹, Molkeneiweißisolat¹), Kollagenhydrolysat, Feuchthaltemittel: E422; Kakaobutter, L-Glutamin, Süßungsmittel: E965; Kakaomasse, 0,5% geröstete Erdnüsse, Aroma, L-Leucin, Salz, Emulgator: E322 (Soja); L-Isoleucin, Zinkglukonat, Süßungsmittel: E955; L-Valin.

¹ Enthält Milch und Laktose. Kann Spuren von Gluten, Erdnüssen und anderen Schalenfrüchten enthalten.","45 g pro Riegel; 24 Riegel pro Tray","Nährwertangabenpro 100 g% NRVBrennwert1534kJ 364kcal Fett9,4g    davon gesättigte Fettsäuren4,8g Kohlenhydrate15g    davon mehrwertige Alkohole14g    davon Zucker0,8g Eiweiß60g Salz1,2g Zink11mg110pro 45 g% NRVBrennwert690kJ 164kcal Fett4,2g    davon gesättigte Fettsäuren2,2g Kohlenhydrate6,8g    davon mehrwertige Alkohole6,2g    davon Zucker0,4g Eiweiß27g Salz0,6g Zink5mg50pro 100 g% NRVL-Glutamin5556mg L-Isoleucin2222mg L-Leucin4444mg L-Valin2222mg pro 45 g% NRVL-Glutamin2500mg L-Isoleucin1000mg L-Leucin2000mg L-Valin1000mg % NRV = Prozentsatz der Referenzmengen für die tägliche Zufuhr eines Erwachsenen","Salted Peanut Caramel | 45 g Riegel"
"1578500735-451","https://www.weidershop.de/","Aminosäuren","http://www.weidershop.de/Inhaltsstoffe/Aminosaeuren/","Details","http://www.weidershop.de/Inhaltsstoffe/Aminosaeuren/Weider-Premium-BCAA-Powder.html","Weider
 Premium BCAA Powder Exotic-Punch / 500 g Dose","36,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000031702_1.jpg","Nahrungsergänzungsmittel. Pulver zum Anrühren eines Getränkes mit 
  L-Leucin, L-Isoleucin, L-Valin und L-Glutamin","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Weinsäure; Maltodextrin, Verdickungsmittel: Johannisbrotkernmehl; Aroma, Süßungsmittel: Acesulfam-K, Natriumcyclamat, Saccharin-Natrium, Sucralose; Trennmittel: Siliciumdioxid; Emulgator: Soja-Lecithine; Farbstoff: Chinolingelb¹. Kann Spuren von Laktose, Gluten und Ei enthalten.



¹Chinolingelb: Kann die Aktivität und Aufmerksamkeit bei Kindern beeinträchtigen.","500 g Pulver = 50 Portionen 
  Kühl, trocken und dunkel lagern.","Nährwertangabenpro 100 gBrennwert1541kJ363kcalFett0,3g   davon gesättigte Fettsäuren0,1gKohlenhydrate6,3g   davon Zucker0,5gEiweiß77gSalz0,2gpro 10 g Pulver in 200 ml WasserBrennwert154kJ36kcalFett< 0,1g   davon gesättigte Fettsäuren<0,1gKohlenhydrate0,6g   davon Zucker<0,1gEiweiß7,7gSalz<0,1gpro 100 gL-Glutamin15000mgL-Isoleucin15000mgL-Leucin30000mgL-Valin15000mgpro 10 g Pulver in 200 ml WasserL-Glutamin1500mgL-Isoleucin1500mgL-Leucin3000mgL-Valin1500mg","Exotic-Punch | 500 g Dose"
"1578500569-396","https://www.weidershop.de/","Riegel","http://www.weidershop.de/Riegel-Getraenke/Riegel/","Details","http://www.weidershop.de/Riegel-Getraenke/Riegel/Weider-60-Protein-Bar.html","Weider
 60 % Protein Bar Vanilla Caramel / 45 g Riegel","2,29","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000030917_1.jpg","Nahrungsergänzungsmittel. Riegel mit kakaohaltiger Eiweißglasur (19%), 27 g 
Eiweiß, L-Glutamin, BCAAs und Zink. Mit Süßungsmitteln.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Milcheiweiß¹ (Milcheiweißisolat¹, Calciumcaseinat¹, Molkeneiweißisolat¹), Kollagenhydrolysat, Feuchthaltemittel: E422; Kakaobutter, L-Glutamin, Süßungsmittel: E965; L-Isoleucin, L-Leucin, L-Valin, Kakaomasse, Reismehl,
Aroma, Emulgator: E322 (Soja); Salz, Süßungsmittel: E955; Zinkglukonat.

¹ Enthält Milch und Laktose. Kann Spuren von Gluten, Erdnüssen und Schalenfrüchten enthalten. Kann bei übermäßigem Verzehr abführend wirken.","45 g pro Riegel; 24 Riegel pro Tray","Nährwertangabenpro 100 g% NRVBrennwert1574kJ 374kcal Fett9,7g    davon gesättigte Fettsäuren5g Kohlenhydrate17g    davon mehrwertige Alkohole15g    davon Zucker0,8g Eiweiß60g Salz0,6g Zink11mg110pro 45 g% NRVBrennwert708kJ 168kcal Fett4,4g    davon gesättigte Fettsäuren2,3g Kohlenhydrate7,7g    davon mehrwertige Alkohole6,8g    davon Zucker0,4g Eiweiß27g Salz0,27g Zink5mg50pro 100 g% NRVL-Glutamin5556mg L-Isoleucin2222mg L-Leucin4444mg L-Valin2222mg pro 45 g% NRVL-Glutamin2500mg L-Isoleucin1000mg L-Leucin2000mg L-Valin1000mg % NRV = Prozentsatz der Referenzmengen für die tägliche Zufuhr eines Erwachsenen","Vanilla Caramel | 45 g Riegel"
"1578500508-351","https://www.weidershop.de/","Drinks","http://www.weidershop.de/Riegel-Getraenke/Drinks/","Details","http://www.weidershop.de/Riegel-Getraenke/Drinks/Weider-Fresh-Up-Konzentrat-1l.html","Weider
 Fresh Up Konzentrat 1 l Waldmeister / 1 l Flasche","14,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000038093_1.jpg","Getränkekonzentrat zur Herstellung eines kalorienarmen Kaltgetränkes mit Vitaminen und Magnesium. Mit einer Zuckerart und Süßungsmitteln.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Wasser, Säuerungsmittel: Citronensäure; Aroma, Süßungsmittel: Natriumcyclamat, Acesulfam-K, Saccharin-Natrium; Natriumchlorid, Fruktose, Magnesiumoxid, Verdickungsmittel: Xanthan; Konservierungsstoff: Kaliumsorbat; Farbstoffe: E104, E131; Vitamin E, Niacin, Emulgator: Mono- und Diglyceride von Speisefettsäuren; Vitamin B2, Vitamin B1, Vitamin B6, Chromchlorid, Natriumselenit, Vitamin K, Biotin, Vitamin D3. 
E104: Kann die Aktivität und Aufmerksamkeit bei Kindern beeinträchtigen.","1000 ml = 66 Portionen
   Kühl, trocken und dunkel lagern.","Nährwertangabenpro 100 ml% NRVBrennwert223kJ 51kcal Fett0g    davon gesättigte Fettsäuren0g Kohlenhydrate1,5g    davon Zucker1,1g Eiweiß0g Salz1,6g Biotin83,3µg Chrom66,7µg167Folsäure333µg167Magnesium400mg107Niacin26,7mg167Selen91,6µg167Vitamin B11,84mg167Vitamin B22,34mg167Vitamin B62,34mg167Vitamin B122,34mg167Vitamin E20mg167Vitamin K125µg167pro Portion (15 ml)% NRVBrennwert33kJ 8kcal Fett0g    davon gesättigte Fettsäuren0g Kohlenhydrate0,2g    davon Zucker0,2g Eiweiß0g Salz0,24g Biotin12,5µg25Chrom10µg25Magnesium60mg16Niacin4mg25Selen13,7µg25Vitamin B10,28mg25Vitamin B20,35mg25Vitamin B60,35mg25Vitamin D1,25µg25Vitamin E3mg25Vitamin K18,8µg25% NRV = Prozentsatz der Referenzmengen für die tägliche Zufuhr eines Erwachsenen","Waldmeister | 1 l Flasche"
"1578500856-507","https://www.weidershop.de/","Proteine / Eiweiß","http://www.weidershop.de/Inhaltsstoffe/Proteine-Eiweiss/","Details","http://www.weidershop.de/Inhaltsstoffe/Proteine-Eiweiss/Weider-Day-Night-Casein.html","Weider
 Day & Night Casein","21,59","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/VWDCSNDYNG_1.jpg","Proteinpulver mit Calciumcaseinat für eine mehrstündige Versorgung mit Aminosäuren.","Zutaten: Bitte wähle zuerst eine Variante.","1,8 kg = 72 Portionen","Nährwertangaben","Größe Bitte auswählen"
"1578500569-398","https://www.weidershop.de/","Riegel","http://www.weidershop.de/Riegel-Getraenke/Riegel/","Details","http://www.weidershop.de/Riegel-Getraenke/Riegel/Weider-60-Protein-Bar.html","Weider
 60 % Protein Bar Cookies & Cream / 45 g Riegel","2,29","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000030947_1.jpg","Nahrungsergänzungsmittel. Riegel mit kakaohaltiger Eiweißglasur (19%), 27 g 
Eiweiß, L-Glutamin, BCAA´s und Zink. Mit Süßungsmitteln.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Milcheiweiß¹ (Milcheiweißisolat¹, Calciumcaseinat¹, Molkeneiweißisolat¹), Kollagenhydrolysat, Feuchthaltemittel: E422; Kakaobutter, 5,3 % L-Glutamin,
Süßungsmittel: E965; Kakaomasse, Sojaeiweißisolat, Aroma, Emulgator: E322 (Soja); Salz, 0,2% L-Leucin, 0,2% L-Isoleucin, Tapiokastärke, Kakaopulver, 
Zinkglukonat, Süßungsmittel: E955; 0,01% L-Valin.

¹ Enthält Laktose. Kann Spuren von Ei, Gluten, Erdnüssen und 
Schalenfrüchten enthalten.","45 g pro Riegel; 24 Riegel pro Tray","Nährwertangabenpro 100 g% NRVBrennwert1565kJ 372kcal Fett9,8g    davon gesättigte Fettsäuren5,1g Kohlenhydrate16g    davon mehrwertige Alkohole15g    davon Zucker0,8g Eiweiß60g Salz0,65g Zink11mg110pro 45 g% NRVBrennwert704kJ 167kcal Fett4,4g    davon gesättigte Fettsäuren2,3g Kohlenhydrate7,4g    davon mehrwertige Alkohole6,8g    davon Zucker0,4g Eiweiß27g Salz0,29g Zink5mg50pro 100 g% NRVL-Glutamin5556mg L-Isoleucin2222mg L-Leucin4444mg L-Valin2222mg pro 45 g% NRVL-Glutamin2500mg L-Isoleucin1000mg L-Leucin2000mg L-Valin1000mg % NRV = Prozentsatz der Referenzmengen für die tägliche Zufuhr eines Erwachsenen","Cookies & Cream | 45 g Riegel"
"1578500825-478","https://www.weidershop.de/","Proteine / Eiweiß","http://www.weidershop.de/Inhaltsstoffe/Proteine-Eiweiss/","Details","http://www.weidershop.de/Inhaltsstoffe/Proteine-Eiweiss/Weider-Protein-Cookie.html","Weider
 Protein Cookie All American Cookie Dough / 90 g","2,20","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000032007_1.jpg","Veganer Cookie mit Eiweiß und Schokoladenstückchen. Cookie-Schokoteig 
Geschmack.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Weizeneiweiß, Weizenmehl, Kokosöl, Rohrzucker, Glukosesirup, 6% Zartbitterschokolade (Zucker, Kakaomasse, Kakaobutter, Emulgator: Soja-Lecithine), Emulgator: Soja-Lecithine; Feuchthaltemittel: Glycerin; Fruktose, Kakaopulver, Backtriebmittel:
Natriumcarbonat; Aroma, Salz, Zimt, Zitronenöl. 
Im Herstellungsbetrieb werden auch Milch, Laktose, Ei und Schalenfrüchte verarbeitet. Kreuzkontaminationen können daher nicht
ausgeschlossen werden.","90 g pro Cookie","Nährwertangabenpro 100 gBrennwert1912kJ456kcalFett21g   davon gesättigte Fettsäuren14gKohlenhydrate44g   davon Zucker21gEiweiß24gSalz0,69gpro 90 gBrennwert1721kJ411kcalFett19g   davon gesättigte Fettsäuren12gKohlenhydrate40g   davon Zucker19gEiweiß22gSalz0,62g","All American Cookie Dough | 90 g"
"1578500481-340","https://www.weidershop.de/","Drinks","http://www.weidershop.de/Riegel-Getraenke/Drinks/","Details","http://www.weidershop.de/Riegel-Getraenke/Drinks/Weider-Power-Starter-Drink-zzgl-EINWEGpfand.html","Weider
 Power Starter Drink zzgl. Pfand","1,79","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000038803_1.jpg","null","Zutaten: Bitte wähle zuerst eine Variante.","500 ml pro Flasche","Nährwertangaben","Geschmack Bitte auswählen"
"1578500804-471","https://www.weidershop.de/","Proteine / Eiweiß","http://www.weidershop.de/Inhaltsstoffe/Proteine-Eiweiss/","Details","http://www.weidershop.de/Inhaltsstoffe/Proteine-Eiweiss/Weider-YIPPIE-Protein-Cookie-Bites.html","Weider
 YIPPIE! Protein Cookie Bites  Kokos-Mandel","1,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000032025_1.jpg","YIPPIE! Protein Cookie Bites sind kleine Cookies mit Molkeneiweiß und 
Mandelstückchen.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    21% Molkeneiweißkonzentrat¹, Weizeneiweiß, Feuchthaltemittel: Glycerin; Süßungsmittel: Maltit, Acesulfam-K; resistentes Dextrin, 8% gehackte Mandeln, Butterreinfett, Emulgatoren: Lecithine (Soja); Kokosöl, 2% Kokosraspeln, Backtriebmittel: Natriumcarbonat; Kokosnussmilchpulver (Kokosnussmilch, Maltodextrin, Natriumkaseinat¹), Aroma, fettarmes Kakaopulver, Salz. ¹ Enthält Laktose. Im Herstellungsbetrieb werden auch Ei und andere Schalenfrüchte verarbeitet. Kreuzkontaminationen können daher nicht ausgeschlossen werden.","50 g Beutel","Nährwertangabenpro 100 gBrennwert1739kJ418kcalFett23g   davon gesättigte Fettsäuren11,2gKohlenhydrate26g   davon Zucker2,3gEiweiß30gSalz1,24gBallaststoffe9,8gpro 50 gBrennwert870kJ209kcalFett11,5g   davon gesättigte Fettsäuren5,6gKohlenhydrate13g   davon Zucker1,1gEiweiß15gSalz0,62gBallaststoffe4,9g","Kokos-Mandel"
"1578500508-358","https://www.weidershop.de/","Drinks","http://www.weidershop.de/Riegel-Getraenke/Drinks/","Details","http://www.weidershop.de/Riegel-Getraenke/Drinks/Weider-Fresh-Up-Konzentrat-1l.html","Weider
 Fresh Up Konzentrat 1 l Pfirsich-Maracuja / 1 l Flasche","14,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000038173_1.jpg","Getränkekonzentrat zur Herstellung eines kalorienarmen Kaltgetränkes mit Vitaminen und Magnesium. Mit einer Zuckerart und Süßungsmitteln.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    Wasser, Säuerungsmittel: Citronensäure; Aroma, Süßungsmittel: Natriumcyclamat, Acesulfam-K, Saccharin-Natrium; Natriumchlorid, Fruktose, Magnesiumoxid, Verdickungsmittel: Xanthan; Konservierungsstoff: Kaliumsorbat; Farbstoe: E104, E129; Vitamin E, Niacin, Emulgator: Mono- und Diglyceride von Speisefettsäuren; Vitamin B2, Vitamin B1, Vitamin B6, Chromchlorid, Natriumselenit, Vitamin K, Biotin, Vitamin D3. 
E104 und E129: Können die Aktivität und Aufmerksamkeit bei Kindern beeinträchtigen.","1000 ml = 66 Portionen
   Kühl, trocken und dunkel lagern.","Nährwertangabenpro 100 ml% NRVBrennwert218kJ 50kcal Fett0g    davon gesättigte Fettsäuren0g Kohlenhydrate1,2g    davon Zucker1,1g Eiweiß0g Salz1,6g Biotin83,3µg167Chrom66,7µg167Magnesium400mg107Niacin26,7mg167Selen91,6µg167Vitamin B11,84mg167Vitamin B22,34mg167Vitamin B62,34mg167Vitamin D8,34g167Vitamin E20mg167Vitamin K125µg167pro Portion (15 ml)% NRVBrennwert33kJ 8kcal Fett0g    davon gesättigte Fettsäuren0g Kohlenhydrate0,2g    davon Zucker0,2g Eiweiß0g Salz0,24g Biotin12,5µg25Chrom10µg25Magnesium60mg16Niacin4mg25Selen13,7µg25Vitamin B10,28mg25Vitamin B20,35mg25Vitamin B60,35mg25Vitamin D1,25µg25Vitamin E3mg25Vitamin K18,8µg25% NRV = Prozentsatz der Referenzmengen für die tägliche Zufuhr eines Erwachsenen","Pfirsich-Maracuja | 1 l Flasche"
"1578500725-447","https://www.weidershop.de/","Aminosäuren","http://www.weidershop.de/Inhaltsstoffe/Aminosaeuren/","Details","http://www.weidershop.de/Inhaltsstoffe/Aminosaeuren/Weider-Total-Rush-2-0.html","Weider
 Total Rush 2.0 Cola / 375 g Dose","36,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000031801_1.jpg","Nahrungsergänzungsmittel. Für Sportler. Zur Ausübung von Kraft- und 
Schnellkraftsportarten. Instantpulver zur Herstellung eines Getränkes mit 
Kreatin, freien Aminosäuren, Koffein, Körneramaranthextrakt, Ginkgoblattpulver, 
Vitaminen und Mineralstoffen. Mit Süßungsmitteln. Cranberry Geschmack.","Zutaten (Allergene sind fett hervorgehoben): 
        	    	    L-Citrullin Malat, L-Arginin Base, Kreatinmonohydrat, Beta-Alanin, N-Acetyl-L-Tyrosin, Taurin, L-Glycin, Säuerungsmittel: Citronensäure; Calciumcarbonat, Körneramaranthextrakt (Amaranthus Hypochondriacus - Oxystorm®), L-Alanyl-L-Glutamin (Sustamine®), Koffein, Ginkgoblattpulver, Aroma, Vitamin C, Trennmittel: Siliciumdioxid; Säureregulator: Kaliumphosphate; L-Theanin, Maltodextrin, Süßungsmittel: Acesulfam-K, Natriumcyclamat, Saccharin-Natrium, Sucralose;
Sonnenblumenöl, Niacin, Zinkoxid, Vitamin B12, Vitamin B6, Vitamin D, Farbstoff: E150c.

Kann Spuren von Milch, Laktose, Gluten, Soja und Ei enthalten.","375 g","Nährwertangabenpro 25 g Pulver in 300 ml Wasser% NRVCalcium220mg28Niacin16mg100Vitamin B60,7mg50Vitamin B121,25µg50Vitamin C200mg250Vitamin D1,25µg25Zink5mg50Ginkgo Biloba Extrakt120mg Koffein300mg Körneramaranthextrakt (Oxystorm®)/Inca Wheat Extract (Oxystorm®)300mg Kreatinmonohydrat3400mg    Kreatinmonohydrat - davon Kreatin3000mg N-Acetyl-L-Tyrosine1000mg Taurin1000mg pro 25 g Pulver in 300 ml Wasser% NRVBeta-Alanin3300mg L-Alanyl-L-Glutamin (Sustamine®)200mg L-Arginin4600mg L-Citrullin Malat6000mg L-Glycin1000mg L-Theanine50mg % NRV = Prozentsatz der Referenzmengen für die tägliche Zufuhr eines Erwachsenen","Cola | 375 g Dose"
"1578500741-456","https://www.weidershop.de/","Aminosäuren","http://www.weidershop.de/Inhaltsstoffe/Aminosaeuren/","Details","http://www.weidershop.de/Inhaltsstoffe/Aminosaeuren/Weider-L-Arginine-Caps.html","Weider
 L-Arginine Caps","26,99","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/VWDLRGNNCP_1.jpg","Nahrungsergänzungsmittel. Kapseln mit L-Argininhydrochlorid
zum 
  Schlucken.","Zutaten: Bitte wähle zuerst eine Variante.","null","Nährwertangaben","Größe Bitte auswählen"
"1578500553-387","https://www.weidershop.de/","Riegel","http://www.weidershop.de/Riegel-Getraenke/Riegel/","Details","http://www.weidershop.de/Riegel-Getraenke/Riegel/Weider-Low-Carb-High-Protein-Bar.html","Weider
 Low Carb High Protein Bar","2,00","https://www.weidershop.de/out/pictures/generated/product/1/540_340_75/7000032187_1.jpg","Riegel mit Eiweiß und Vollmilchschokoladenüberzug. Mit Süßungsmitteln.","Zutaten: Bitte wähle zuerst eine Variante.","50 g oder 100 g","Nährwertangaben","Größe Bitte auswählen"
